title,artist,followers,artist_popularity,year,tempo,energy,danceability,loudness,liveness,valence,duration,acousticness,speechiness,track_popularity,is_dance_pop
For You (With Rita Ora),Liam Payne,7.763108,74,2018,113,80,54,-5,42,18,243,2,3,67,1
Want To,Dua Lipa,25.495143,95,2018,92,69,57,-5,6,32,212,8,12,67,1
What I Need (feat. Kehlani),Hayley Kiyoko,1.432523,67,2018,104,79,63,-4,16,41,220,5,6,67,1
Wait,Maroon 5,31.08034,91,2018,126,60,66,-5,11,45,191,10,6,67,0
What About Us,P!nk,11.075481,87,2018,114,59,39,-6,9,19,272,3,6,66,1
Kissing Strangers,DNCE,3.744892,71,2018,120,74,77,-6,9,86,202,5,4,66,1
2U (feat. Justin Bieber),David Guetta,22.646855,92,2018,145,61,53,-7,23,53,195,23,6,65,1
Walk On Water (feat. Beyoncé),Eminem,44.814807,94,2018,82,44,48,-10,64,62,304,81,24,65,0
This Town,Niall Horan,7.33006,83,2018,112,41,68,-8,12,20,233,70,3,64,1
"Girls (feat. Cardi B, Bebe Rexha & Charli XCX)",Rita Ora,6.657327,79,2018,94,69,73,-4,10,42,221,2,5,64,1
MOVE TO MIAMI,Enrique Iglesias,10.143558,80,2018,100,87,76,-4,7,90,169,3,5,64,1
Miss You (with Major Lazer & Tory Lanez),Cashmere Cat,0.310759,61,2018,100,64,75,-5,11,45,186,25,9,64,0
Filthy,Justin Timberlake,10.823572,84,2018,97,58,75,-6,25,65,294,4,14,62,1
Never Be the Same - Radio Edit,Camila Cabello,21.833505,84,2018,130,69,63,-4,12,25,227,16,9,57,1
Ferrari,Bebe Rexha,6.431301,84,2018,77,48,58,-6,10,42,213,2,3,57,1
Supplies,Justin Timberlake,10.823572,84,2018,120,55,79,-7,13,23,226,1,5,57,1
Boom Boom,RedOne,0.045373,52,2018,110,76,75,-8,20,58,248,0,5,53,0
...Ready For It? - BloodPop® Remix,Taylor Swift,40.244006,96,2018,160,84,58,-5,10,50,190,13,22,52,0
Drip (feat. Migos),Cardi B,16.505769,89,2018,130,59,97,-8,8,27,264,5,26,45,0
Tell Me You Love Me - NOTD Remix,Demi Lovato,19.917327,87,2018,102,77,58,-5,9,76,182,5,8,44,1
Memories,Maroon 5,31.08034,91,2019,91,32,76,-7,8,57,189,84,5,99,0
Lose You To Love Me,Selena Gomez,27.688948,88,2019,102,34,51,-9,21,9,206,58,4,97,1
Someone You Loved,Lewis Capaldi,7.950791,85,2019,110,41,50,-6,11,45,182,75,3,96,0
Señorita,Shawn Mendes,33.064325,88,2019,117,54,76,-6,9,75,191,4,3,95,0
How Do You Sleep?,Sam Smith,16.598527,87,2019,111,68,48,-5,8,35,202,15,9,93,0
South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,80.746303,92,2019,98,62,86,-6,9,67,204,15,8,92,0
Trampoline (with ZAYN),SHAED,0.133906,69,2019,127,46,62,-6,14,50,184,56,3,92,0
Happier,Marshmello,30.815696,89,2019,100,79,69,-3,17,67,214,19,5,90,0
Truth Hurts,Lizzo,3.862795,78,2019,158,62,72,-3,12,41,173,11,11,90,0
Good as Hell (feat. Ariana Grande) - Remix,Lizzo,3.862795,78,2019,96,89,67,-3,74,48,159,30,6,90,0
Higher Love,Kygo,7.470972,86,2019,104,68,69,-7,10,40,228,2,3,88,0
Only Human,Jonas Brothers,5.291239,81,2019,94,50,80,-6,6,87,183,11,7,87,0
Beautiful People (feat. Khalid),Ed Sheeran,80.746303,92,2019,93,65,64,-8,8,55,198,12,19,86,0
Sucker,Jonas Brothers,5.291239,81,2019,138,73,84,-5,11,95,181,4,6,86,0
Don't Call Me Up,Mabel,1.318928,78,2019,99,88,67,-3,8,23,178,30,15,86,1
I Don't Care (with Justin Bieber),Ed Sheeran,80.746303,92,2019,102,68,80,-5,9,84,220,9,4,85,0
Talk (feat. Disclosure),Khalid,13.922877,91,2019,136,40,90,-9,6,35,198,5,13,84,0
Giant (with Rag'n'Bone Man),Calvin Harris,21.722981,88,2019,122,89,81,-4,8,61,229,2,4,84,1
Takeaway,The Chainsmokers,17.947446,85,2019,100,51,53,-8,10,35,210,13,3,83,0
All Around The World (La La La),R3HAB,2.196529,82,2019,125,86,73,-5,11,52,148,48,3,82,0
Girls Like You (feat. Cardi B),Maroon 5,31.08034,91,2019,125,54,85,-7,13,45,236,57,5,81,0
Call You Mine,The Chainsmokers,17.947446,85,2019,104,70,59,-6,34,52,218,20,3,81,0
No Guidance (feat. Drake),Chris Brown,13.729034,91,2019,93,45,70,-7,16,14,261,12,15,81,1
Antisocial (with Travis Scott),Ed Sheeran,80.746303,92,2019,152,82,72,-5,36,91,162,13,5,78,0
"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",DJ Snake,7.355824,82,2019,96,80,84,-4,6,62,213,16,23,77,0
Con Calma - Remix,Daddy Yankee,23.303379,91,2019,94,87,74,-3,4,61,181,17,5,76,0
Find U Again (feat. Camila Cabello),Mark Ronson,0.909863,80,2019,104,66,61,-7,20,16,176,1,3,75,1
Cross Me (feat. Chance the Rapper & PnB Rock),Ed Sheeran,80.746303,92,2019,95,79,75,-6,7,61,206,21,12,75,0
"No Brainer (feat. Justin Bieber, Chance the Rapper & Quavo)",DJ Khaled,6.121763,86,2019,136,76,53,-5,9,65,260,7,34,70,1
Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,0.909863,80,2019,114,79,60,-6,42,24,217,1,7,69,1
Kills You Slowly,The Chainsmokers,17.947446,85,2019,150,44,70,-9,13,23,213,6,6,67,0
Blinding Lights,The Weeknd,32.995332,96,2020,171.005,73,51.4,-5.934,8.97,33.4,200.04,0.146,5.98,94,0
Dance Monkey,Tones And I,2.758402,80,2020,98.078,59.3,82.5,-6.401,17,54,209.755,68.8,9.88,66,0
The Box,Roddy Ricch,6.2986,88,2020,116.971,58.6,89.6,-6.687,79,64.2,196.653,10.4,5.59,86,0
Roses - Imanbek Remix,SAINt JHN,0.715897,79,2020,121.962,72.1,78.5,-5.457,28.5,89.4,176.219,1.49,5.06,65,0
Don't Start Now,Dua Lipa,25.495143,95,2020,123.95,79.3,79.3,-4.521,9.51,67.9,183.29,1.23,8.3,84,1
ROCKSTAR (feat. Roddy Ricch),DaBaby,6.979098,94,2020,89.977,69,74.6,-7.956,10.1,49.7,181.733,24.7,16.4,88,0
Watermelon Sugar,Harry Styles,15.057101,89,2020,95.39,81.6,54.8,-4.209,33.5,55.7,174,12.2,4.65,91,0
death bed (coffee for your head),Powfu,0.885397,79,2020,144.026,43.1,72.6,-8.765,69.6,34.8,173.333,73.1,13.5,87,0
Falling,Trevor Daniel,0.615068,76,2020,127.087,43,78.4,-8.756,8.87,23.6,159.382,12.3,3.64,76,0
Someone You Loved,Lewis Capaldi,7.950791,85,2020,109.891,40.5,50.1,-5.679,10.5,44.6,182.161,75.1,3.19,88,0
Tusa,KAROL G,16.737262,89,2020,101.085,71.5,80.3,-3.28,5.74,57.4,200.96,29.5,29.8,82,0
ROXANNE,Arizona Zervas,0.609642,75,2020,116.735,60.1,62.1,-5.616,46,45.7,163.636,5.22,14.8,84,0
Circles,Post Malone,32.799745,93,2020,120.042,76.2,69.5,-3.497,8.63,55.3,215.28,19.2,3.95,88,0
Blueberry Faygo,Lil Mosey,3.66568,81,2020,99.034,55.4,77.4,-7.909,13.2,34.9,162.547,20.7,3.83,80,0
Intentions (feat. Quavo),Justin Bieber,46.280515,97,2020,147.986,54.6,80.6,-6.637,10.2,87.4,212.867,30,5.75,79,0
Toosie Slide,Drake,55.050203,98,2020,81.604,49,83,-8.82,11.3,84.5,247.059,28.9,20.9,74,0
Before You Go,Lewis Capaldi,7.950791,85,2020,111.881,57.5,45.9,-4.858,8.85,18.3,215.107,60.4,5.73,84,0
Say So,Doja Cat,7.056288,94,2020,110.962,67.3,78.7,-4.577,9.04,78.6,237.893,25.6,15.8,84,1
Memories,Maroon 5,31.08034,91,2020,91.019,32,76.4,-7.209,8.22,57.5,189.486,83.7,5.46,87,0
Life Is Good (feat. Drake),Future,10.268621,90,2020,142.053,57.4,79.5,-6.903,15,53.7,237.918,6.7,48.7,75,0
Savage Love (Laxed - Siren Beat),Jawsh 685,0.093274,76,2020,150.076,48.1,76.7,-8.52,26.9,76.1,171.375,23.4,8.03,85,0
Adore You,Harry Styles,15.057101,89,2020,99.048,77.1,67.6,-3.675,10.2,56.9,207.133,2.37,4.83,86,0
Breaking Me,Topic,0.142412,83,2020,122.031,72,78.9,-5.652,12.9,66.4,166.794,22.3,21.8,86,1
Mood (feat. iann dior),24kGoldn,1.118253,85,2020,90.989,72.2,70,-3.558,27.2,75.6,140.526,22.1,3.69,71,0
everything i wanted,Billie Eilish,44.255825,93,2020,120.006,22.5,70.4,-14.454,10.6,24.3,245.426,90.2,9.94,85,0
Señorita,Shawn Mendes,33.064325,88,2020,116.967,54.8,75.9,-6.049,8.28,74.9,190.8,3.92,2.9,80,0
bad guy,Billie Eilish,44.255825,93,2020,135.128,42.5,70.1,-10.965,10,56.2,194.088,32.8,37.5,87,0
WAP (feat. Megan Thee Stallion),Cardi B,16.505769,89,2020,133.073,45.4,93.5,-7.509,8.24,35.7,187.541,1.94,37.5,87,1
Sunday Best,Surfaces,0.700014,77,2020,112.022,52.5,87.8,-6.832,7.14,69.4,158.571,18.3,5.78,82,0
Godzilla (feat. Juice WRLD),Eminem,44.814807,94,2020,165.995,74.5,80.8,-5.26,29.2,82.9,210.8,14.5,34.2,85,0
Yummy,Justin Bieber,46.280515,97,2020,145.842,50.6,67.6,-6.652,11.8,49.7,208.52,34.5,9.58,73,0
Break My Heart,Dua Lipa,25.495143,95,2020,113.011,72.9,73,-3.434,34.9,46.7,221.82,16.7,8.84,82,1
Dynamite,BTS,34.030197,99,2020,114.044,76.5,74.6,-4.41,9.36,73.7,199.054,1.12,9.93,81,0
Supalonely (feat. Gus Dapperton),BENEE,0.625522,74,2020,128.978,63.1,86.2,-4.746,12.3,84.1,223.488,29.1,5.15,66,0
ily (i love you baby) (feat. Emilee),Surf Mesa,0.128802,73,2020,112.05,77.4,67.4,-7.567,39.3,33,176.547,6.86,8.92,84,0
Rain On Me (with Ariana Grande),Lady Gaga,17.68018,89,2020,123.056,85.5,67.2,-3.764,32.3,64.6,182.2,2.1,3.97,79,1
HIGHEST IN THE ROOM,Travis Scott,16.815267,94,2020,76.469,42.7,59.8,-8.764,21,6.05,175.721,5.46,3.17,86,0
Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,32.799745,93,2020,89.96,52.2,75.5,-4.368,6.85,92.5,157.56,53.3,5.75,81,0
Hawái,Maluma,25.832418,91,2020,180.067,72.7,78.3,-3.454,6.26,55.8,199.112,18.5,38.9,81,0
Ride It,Regard,0.140886,81,2020,117.948,75.1,88,-4.258,10.6,88.4,157.606,17.7,8.74,86,1
goosebumps,Travis Scott,16.815267,94,2020,130.049,72.8,84.1,-3.37,14.9,43,243.837,8.47,4.84,87,0
RITMO (Bad Boys For Life),Black Eyed Peas,5.762366,86,2020,105.095,70.4,72.3,-7.088,79.2,68.4,214.935,2.59,5.71,48,1
THE SCOTTS,THE SCOTTS,0.178098,69,2020,129.979,53.7,71.6,-7.648,15.7,28,165.978,23.3,5.14,82,0
Safaera,Bad Bunny,33.842075,98,2020,96.172,82.9,60.7,-4.074,10.7,68.5,295.177,1.03,37.9,81,0
lovely (with Khalid),Billie Eilish,44.255825,93,2020,115.284,29.6,35.1,-10.109,9.5,12,200.186,93.4,3.33,88,0
Lucid Dreams,Juice WRLD,17.857741,96,2020,83.903,56.6,51.1,-7.23,34,21.8,239.836,34.9,20,86,0
Stuck with U (with Justin Bieber),Ariana Grande,63.874004,96,2020,178.765,45,59.7,-6.658,38.2,53.7,228.482,22.3,4.18,85,1
If the World Was Ending - feat. Julia Michaels,JP Saxe,0.260151,76,2020,75.801,47.3,46.4,-10.086,10.9,60.4,208.687,86.6,12.9,84,0
Physical,Dua Lipa,25.495143,95,2020,146.967,84.4,64.7,-3.756,10.2,74.6,193.829,1.37,4.57,78,1
SICKO MODE,Travis Scott,16.815267,94,2020,155.008,73,83.4,-3.714,12.4,44.6,312.82,0.513,22.2,85,0
